genes	TCGA-55-8615-01A-11R-2403-07	TCGA-50-5051-01A-21R-1858-07	TCGA-NJ-A7XG-01A-12R-A39D-07	TCGA-91-6848-01A-11R-1949-07	TCGA-MP-A4T8-01A-11R-A24X-07	TCGA-55-6970-01A-11R-1949-07	TCGA-86-8359-01A-11R-2326-07	TCGA-64-1679-01A-21R-2066-07	TCGA-50-6595-01A-12R-1858-07	TCGA-99-8025-01A-11R-2241-07	TCGA-50-6594-01A-11R-1755-07	TCGA-64-1677-01A-01R-0946-07	TCGA-05-5420-01A-01R-1628-07	TCGA-75-5126-01A-01R-1755-07	TCGA-91-6849-01A-11R-1949-07	TCGA-99-7458-01A-11R-2039-07	TCGA-MP-A4TC-01A-11R-A24X-07	TCGA-05-4384-01A-01R-1755-07	TCGA-49-6745-01A-11R-1858-07	TCGA-95-A4VP-01A-21R-A262-07
ENSG00000010671	253.942244621187	373.293797724024	311.839086966352	337.60841029866	179.763917769062	359.830632171389	205.645642728883	305.155828804817	209.907398669794	300.712586147171	273.560543187601	351.432362549045	321.7912024237	275.919472127757	339.97869584121	206.066214540836	182.596134426766	386.535607088355	348.179239593468	454.493892080586
ENSG00000010704	1296.3629503364	1028.34151045618	1522.61664797301	1723.69161066936	567.335475422055	1178.65105664723	644.67037322096	1185.55447772883	849.622869609475	989.736630518242	511.372141971423	1285.74647578171	538.721861273733	1115.46347607744	1150.5607040114	869.071640011444	551.241866426029	625.459795780239	807.655397911132	1146.76416383674
ENSG00000010803	2422.93988063967	1738.66581187232	1966.25024442121	2995.73415843526	2555.90694636245	1784.9088677971	4579.76611313977	1701.56959922208	1880.43645034377	2288.44615777232	1889.15537434388	1769.0060144005	1933.56609170479	2341.36344060203	1806.78031084158	1878.35074215671	2473.41761899639	1952.76528395456	2107.74939392916	2251.9286358194
ENSG00000010810	2635.61732051506	1977.88695313941	2800.43595279536	2890.70150992377	1701.00920738951	1596.34879249243	2379.78924036809	1872.03349363064	1980.74265737922	2264.85694818341	1611.23919413382	1687.70101783821	3403.68810875203	2736.90973713651	2231.50807653518	1410.32212214313	4542.87566862119	3592.44417965856	1356.88504065309	2276.35122126025
ENSG00000010818	2385.36780666312	2158.23888410995	2298.8210562478	3487.55846688643	3032.48715288851	2464.19497732469	1678.49503046851	2613.93821292675	3696.01620837115	2640.98140972913	3581.55942066654	1937.7109388473	2678.70515000472	3989.04833800549	1918.79592725797	3178.97716267759	2405.66339618249	5141.38452422288	2854.30964990503	2590.61746333328
ENSG00000010932	26.945354680707	42.2520088326984	41.7426315281213	34.1377352854629	30.2079403374593	18.0632988330925	9.56389410531938	54.5017268970706	83.2809752160671	35.023827039363	33.5994694683114	174.503978129312	303.321158655533	53.0577967728702	86.0124722735657	37.8030543249451	48.4201542520454	79.5921356556092	59.8431756167486	79.335040970215
ENSG00000011007	3096.30343298569	2090.96933646998	2614.52896048125	5096.19953055874	4600.69042130382	2484.68173182509	3606.94671328083	2659.07924492755	3255.53397054303	2195.74907890365	2840.00710529241	3420.4854946686	2812.97957470788	3074.43039049883	2742.90222861759	3068.03125792662	2391.14323938309	3435.09060705705	2674.8435227189	2786.30249713169
ENSG00000011009	4589.70770639003	4519.62277571337	3763.00033553531	7213.49231378689	7063.43804156261	5253.82754659499	5425.56243355737	3700.43196991433	5195.09682657406	3821.40058866508	6790.83780035438	4685.90745678608	5324.85200197961	3998.75183712644	4628.47198311119	4646.23800690472	4275.82222954315	5086.75813069408	6544.80281530878	5824.3434451521
ENSG00000011021	529.731949000193	665.946307935502	661.963991388096	863.704776744259	1008.60147046619	572.994614484624	800.669545692851	754.155376479751	768.680413554466	660.624029241185	668.327235457208	912.807864790257	825.066567229435	869.56026369	854.893659923136	940.127159490176	656.538215445471	926.016336911374	698.933608789104	754.541368820508
ENSG00000011028	4686.73651206524	2769.95516457149	8938.97667333067	3706.44533956187	6085.73855154424	6640.99790985842	5409.73476928146	4039.99184629941	3990.9901219189	2828.79710850689	2796.86975743765	2934.36370820648	5101.16109094092	2611.99089594158	2333.40379426636	4336.08013339041	4571.49745512357	4098.36644709267	3080.08281517408	3875.54318970851
ENSG00000011083	9.86260934771469	5.64715771177083	2.21558596859604	9.54003991425165	4.62798222349612	10.9017959282631	4.55283955681505	9.08924106879381	3.2551409910766	5.05732541909339	5.27524933467081	25.3018418151875	6.39293431680404	8.71551209868797	10.4870049896601	6.83503181336185	10.3505070837279	6.47542706237697	2.40535857623915	1.45397231755143
ENSG00000011105	1957.89323849622	2049.52531897785	2636.50349181856	4898.51976043112	2707.20306829157	2538.98303221851	1619.80856273257	2665.61341616871	2451.32198488285	2641.30416082439	2103.1830850266	2115.84436546105	3764.68508406093	2087.73604737315	2784.40100702465	2636.47789342678	3139.19885614182	2733.37551058407	2088.50674543798	3209.35000507625
ENSG00000011114	1514.41617612623	2062.83659085498	1639.09540778346	1162.24498959365	1755.25461425543	1868.97730155388	1212.13302947661	1483.10630715983	1007.44477528162	1376.0717706038	1745.59299507267	1365.14449932431	1597.64468843773	1201.0393559555	1353.09266948854	1894.59357703089	1356.79343881389	2410.55031102054	1596.72206411132	1535.87193315899
ENSG00000011132	990.260575144974	722.029083106264	585.7663031236	583.217941138663	658.473765767365	733.980816282394	688.196924807229	885.287652051867	614.652684235463	647.793387680146	498.753723410757	648.320033703741	646.232751817557	586.028347768628	601.677927259701	705.232787779908	790.900370485176	515.203101983103	686.511143841062	723.103555659845
ENSG00000011143	1221.56077793771	683.766278191738	759.866804040778	932.148527087041	772.854077712106	717.374514153813	709.774675967573	634.243189167838	694.586731394285	853.009150915793	1387.31224427702	638.340562371251	801.212439896378	931.840327500282	1161.59163720948	658.897108463611	827.162260657669	677.837287055894	777.452443237228	532.996992767295
ENSG00000011198	1483.03528025793	2641.63111744499	1182.58186444169	910.237923655678	1434.94363691735	1379.38751771915	1437.94864150669	1113.9070765355	1167.5735645093	1220.45099721916	783.894454922668	1457.97014340274	1344.86634617327	1343.11588879468	1279.17011242689	1166.07605255297	1152.60294884799	1113.08361858776	1217.82716258469	1551.32555736197
ENSG00000011201	1017.61127699541	1242.37440747462	676.318837753761	997.722760728996	1601.46522819492	1423.32632046443	829.358734726377	1289.4620618571	1112.57899557324	1393.07164391253	1135.43694859882	3160.57863091339	1535.50684751737	1682.72468642747	4731.72585545944	1060.37159920821	6956.99002406101	931.835634534473	785.548711498998	4447.16518109447
ENSG00000011243	890.384376442137	836.965134358366	912.59669072633	577.326886015829	1044.51890490758	954.654780428942	1349.47054422968	1159.58168683337	832.838310387965	815.152573822295	769.114595741926	1280.47573517857	866.786098957964	1014.33507757432	1146.85784423922	1098.25313321653	874.766458703891	999.220221682484	961.316492469166	930.670865802959
ENSG00000011258	1163.89590900116	697.398848893224	995.135436184485	784.711771119272	786.799134277648	793.504247414078	860.953600769165	794.245266861878	684.404906103961	898.711894159126	1197.06730067254	1023.24513213415	643.277915086237	828.190005761528	1137.06091335772	778.706556614119	552.625010029924	741.044248626772	863.021797601141	381.287358370292
ENSG00000011260	1974.41179589235	1470.75114487196	1968.45123359644	1307.62872119847	2477.87804580103	1491.28439795943	1727.22210790852	1795.59870123699	1487.99150102342	2581.13404672596	2007.03038853735	2011.46337182031	1773.26184154223	1585.88595599827	1693.80819918693	1430.47883988977	1497.68852807304	1974.99438862082	1573.15594772738	1053.73473181214
ENSG00000011275	3175.3714651047	2844.46310013424	2551.88228985945	2678.16704429677	1248.27179072622	1952.45008913803	4202.61707179727	2403.26324867671	3007.95446181755	2700.74655084898	1733.51813107879	2910.15482173128	2196.85429630172	2824.39254337257	2461.15280150166	2117.43501914864	2369.40445503569	3367.15768132647	2783.13697114897	2443.77392128712
ENSG00000011295	2697.01932263849	1650.18732870385	1496.5003211188	1677.36377633322	1239.81905795758	1846.3579824361	1586.8535481508	2038.54040846195	1939.07385885082	1087.41761635375	1258.14349929626	2895.52226676353	1373.46144609457	1358.41965839264	1935.33464794733	1673.07893618714	3089.43538662974	1885.8696484323	2443.64825399691	1324.23106387396
ENSG00000011304	22211.4327172924	14240.7303900145	18456.8829210527	11829.3355498833	17161.3113873922	17080.4468455137	18223.1583688029	20434.8143513617	14874.4523811721	17653.496555865	14203.1665395798	22470.4606966372	14524.1829434248	19688.3854600329	14058.3581835487	17489.6521072647	18098.0241732911	16683.6075148198	18524.2936859642	15499.4218595743
ENSG00000011332	13.4750393655879	34.1426551431234	34.5118867975273	33.6015319748077	62.4865367862623	49.2451425803837	27.9155096003527	60.7657180868857	23.7015614894225	27.9428037723282	2796.43221911476	87.7442289587083	7.13935427594087	59.4164962076203	25.5136794005991	15.3315896371196	36.1237930391811	45.3035371991204	21.8880901787881	38.228172007896
ENSG00000011347	498.116366827446	1350.9941274116	1640.84791549898	5320.77598888055	1721.37178177404	1522.70522428621	1978.71455321979	2923.9352731638	1066.02030575841	3048.20300307551	3587.08648417648	1678.99529828198	8817.64816467733	650.593292890951	3197.43962214317	7616.07587041221	2010.51542759903	4324.24020116064	1472.47638281496	1575.96812252223
ENSG00000011376	550.773172956911	1244.55123031127	568.733101758407	685.900143025849	668.80445214854	756.679188399972	897.077903327496	628.958517762277	850.951740158307	589.994566820008	871.247413881181	765.127649894747	738.093116809219	831.545554315175	860.609278588439	612.241219097202	766.826262081155	776.305371301958	752.54136018569	640.827855762859
ENSG00000011405	2472.48645271688	3142.47724363563	2393.6003814415	1730.81658607846	3164.63440543641	2322.55511719559	2364.7523238994	3599.21700804543	2964.73619038525	2851.99068218556	2741.81025119159	2740.69177490389	4401.47655165765	1858.96128450161	2437.71598244175	3568.81247387708	2200.19737857956	2446.63631035169	2264.44597757665	2172.48155297783
ENSG00000011422	2629.63761428081	3502.49438217723	2929.51208227448	7032.47640511656	3118.42632115218	2300.9223375559	6059.68543936892	2652.02831756782	3489.76653759717	9666.12060892859	2104.54018139196	5631.14982567851	3671.44875410006	5361.26826539304	5161.25894949418	3206.7253617164	3395.32286852205	2716.10607480416	4644.09925939173	3732.87415029841
ENSG00000011426	2139.96456933755	3313.02602936524	1371.39120475434	3581.14732600071	1068.18592454516	1292.1654681734	1735.31076119999	1239.06381079524	3436.08899399255	1285.21135007187	1979.91720883792	1010.20305231403	1242.18838676641	2297.48685274799	826.981827677141	1387.07365939505	2483.40235255503	1673.45267285178	1898.73743653454	1709.98347691589
ENSG00000011451	1743.51882034008	2044.76652497214	1683.00002584003	1503.11550935002	2235.94520900845	1870.29047246586	2351.82848534025	2206.33651698684	2276.43006108379	1569.00131610221	1674.93998784348	3097.07457568445	2334.23101557249	2001.49125996271	2848.48385256275	2182.60343972427	1914.23880186649	1779.53201397452	1796.00764525355	1496.47262653216
ENSG00000011454	1698.12836676608	4728.4030112021	2845.56387583278	1573.43150585829	2297.83555297332	1789.01100981689	2420.21360136515	2325.3467453248	3018.25010718515	2734.50299340452	2222.01868311317	2743.55094790774	3917.54440268091	2216.31844335772	3059.20545992676	2288.96824444382	3108.86727167507	2675.67022319725	2955.60984881806	2635.62730325511
ENSG00000011465	21333.5430553949	11485.4725857862	16318.9475306358	23713.9816687438	24309.6090686384	10998.8800957868	14986.3418602075	16275.2197065726	23963.4303285026	13306.1581605244	15646.4885937915	21727.072812136	17287.6529427575	17459.701711653	17548.7387769915	17058.5302814183	19488.7244313514	15709.408137927	21528.4024864385	19394.6091267082
ENSG00000011478	919.067005847855	617.235223517754	587.355069114748	583.451571538675	837.700710664887	599.531710120203	765.299860043815	834.053738125194	811.655335381	874.428114663003	645.65236489716	1209.84788530826	1376.46462664534	1028.89320678346	699.555017236874	640.661519615683	790.341929599222	485.589759158936	575.867935807789	887.508739094037
ENSG00000011485	2148.78953640428	2928.04917641604	2570.53974198891	2232.25527172365	2650.74594609082	1656.54488108874	1834.52376532902	1804.32413597717	2501.89076770744	2309.30531554454	3552.68006587534	2319.9742352292	3462.10673005063	1989.3984912044	1903.43862132367	2074.52055367121	2731.50560179567	1934.13167456157	2301.99355912974	2565.86029537286
ENSG00000011523	1171.63550589169	1135.25995562417	891.955713000806	943.090935010014	857.843681546124	1198.2714903632	1413.59730234435	1167.29684774544	758.619330102917	1147.68585595407	1077.83908012696	1383.672898153	1126.87706685951	1063.93765412199	1334.4396513283	1074.58286666687	809.626090464973	1066.24146774243	1244.78651639409	1214.64737913424
ENSG00000011566	2779.60578367325	4231.99670957279	3587.60660725081	2979.80787562691	3681.34565874475	4175.62436839772	10437.881427131	4938.40564010759	3992.0262571073	5134.25674107486	3547.6691631744	4779.07201487673	4340.77533910647	4323.60922798887	4114.54680044176	4388.54373613591	3477.02938569907	3769.42616651713	4421.62094798561	3922.67742310565
ENSG00000011590	70.0208415195317	33.5123517399923	56.6373376310592	50.1070769449715	96.4831241214205	78.2725398351531	71.0002356343327	38.6226623796913	114.51905030977	63.7853087625226	76.7593398449145	65.9324661583665	72.5682383484552	47.7511542816187	71.2083734052602	101.920160229468	82.6508348964742	23.68395692277	49.4737654983425	78.4686600964113
ENSG00000011600	3700.11274399337	2719.19991354253	2452.90726577981	2950.79169027717	2545.42735970492	3017.42944279983	2695.59900394532	3476.20019552284	2877.2015789995	2704.09759442824	2679.32240782453	2451.64147777152	3071.92125727135	2436.36283060806	3630.73647061666	3130.21156965562	2477.06963527599	3625.44254177257	2870.23550854847	2701.59758506428
ENSG00000011638	2720.29336064615	2955.78740486462	3185.11479668542	3646.01913515362	2368.16413874562	2516.53341362468	4626.73625003336	6026.00182890737	2211.10486557335	1638.90582963612	4394.82127405791	2071.12022395824	2042.43628390673	4263.00888768834	1781.06174541118	3087.88617400955	1890.0697989861	1810.67022956422	2883.50192136792	3632.3484281087
ENSG00000011677	20.4172425353227	4.67800180051431	44.0199912728661	92.8228489237899	6.91125139150467	6.84222660043341	12.0393483414105	1.72385511282675	19.0534887228937	28.0607676760463	4817.84033959219	1.44201493903066	16.7996736750658	3.6503694906223	39.451983469411	4.8412407792874	6.42626263612254	13.8990646427252	8.33988998199761	5.57148208339904
ENSG00000012048	458.862461976523	388.329040660162	644.442996313628	983.109306962003	509.646618738783	549.02506650864	442.045197334275	559.245719234749	579.452437376619	804.82483154414	879.062556051429	637.070579178752	532.306339107622	550.854534387471	887.883008266412	467.962506706169	477.436459845974	532.883514668019	402.503046820389	446.696445331887
ENSG00000012061	1796.83225721889	1561.92032616994	961.970237160742	1024.78236917365	1256.9728680763	1224.18025339826	1278.09339319953	1828.50791636049	1308.99902462504	1496.51067959522	1537.63653195041	1225.98494980167	1934.71944864486	2212.19991589256	1555.59102292319	1464.40112918057	2495.67701425874	2113.07566670214	1529.43913762354	2320.49231341049
ENSG00000012124	331.823036668038	623.98512728232	263.504807511532	165.547946773321	122.530602370017	199.377654367699	303.968505830298	202.298798109176	150.934044197853	316.073381436398	1143.26267182082	548.841800532796	133.044914606222	224.262862409273	333.436080766922	131.753755302709	196.250055688185	281.240948656656	169.374376124964	356.145058693484
ENSG00000012171	1310.92500331596	1215.39963170616	894.412757073085	1315.07582665138	1022.89966599417	459.832095713831	2053.33213270293	904.084229317114	1039.33856116966	1275.41919593299	1791.53906067662	2682.24618714906	672.095751120085	695.768467739872	4401.64199436735	1366.95230631294	1025.73289357905	396.084939774191	1379.02293744315	2096.04719241215
ENSG00000012174	1243.00046374658	1104.00568082175	331.00998498791	1205.45538536957	1492.51641735056	1033.05279140817	588.677676384256	1000.98304722304	1463.01069072215	1274.96279043327	837.46514388566	1091.54670401801	1061.61176312497	1085.82678311362	1353.37372533166	1533.58959464313	1601.19472364837	1024.44882498435	923.623007708897	742.832076608039
ENSG00000012211	810.408542277035	828.551400661443	398.648380431846	505.214356876365	940.531872070698	587.50797570015	524.851161750939	596.443685864138	772.994656780235	935.037335142094	417.606498648201	496.118197094424	571.524078825159	846.655091152437	540.686953935745	742.085290044776	911.331867747401	635.320682351775	690.43225195465	779.633021194334
ENSG00000012223	674.144615984053	4561.6929351237	680.510890485548	2068.32894787353	1048.8250719042	658.6194410695	844.493703324221	693.647540965746	1018.30957264579	4762.95497513273	899.636064558587	2082.44869138834	9065.15607754518	3841.71289364959	416.925162339336	661.354275557732	531.215972618101	4634.99186478065	625.99531674798	653.599355666187
ENSG00000012232	1878.97937891145	3435.92481774598	2617.4864827371	2928.26258764129	2648.12767868175	3425.85069186721	4165.53121414263	2567.90940879482	1963.24857801852	4706.76432422308	1588.21149391624	2027.7199925312	2229.29950725442	1875.8663561224	2275.69773460778	3050.77480137855	1888.61628251579	1803.49414904791	1283.57212397217	4732.73615387413
ENSG00000012504	2.6107463969878	3.60066867565505	7.47290241603335	2.06095688726059	2.1881593837508	7.46408245306946	40.8437114054506	2.73830696403206	4.41646213350981	3.21684832910792	23.1007742241545	2.22026270835639	5.97278187581306	6.72691382804324	4.02170178113705	8.85783452454388	3.37119825243868	3.99932020915724	4.92290928496272	5.66040689305664
ENSG00000012660	6880.22820783457	7341.90613277392	6246.38877107203	9815.53673356836	3782.95010189493	6148.91590386554	5318.45325085494	6958.93873944776	7075.34906593112	5949.5290731693	17367.7226070217	9449.4535003771	6775.61820814711	6405.49436180352	6527.05541657178	6382.0702049976	5085.25705056254	6505.84987403284	4683.0184307299	3983.15697055892
ENSG00000012779	1515.42400600697	1764.86713435193	2638.88637078831	1738.06857989327	885.632948216037	1139.71457409923	988.486556853512	1482.55828579004	1096.15032681816	1124.84635001553	1350.20938174604	1895.54347522164	866.014487346915	1061.53980988466	1522.39423497569	1154.69209863648	1026.03253925037	1549.10375566232	2352.44819329817	1982.79761971327
ENSG00000012817	42.295752715634	48.5363523097023	15.2358837037786	41.2250821637588	49.6809981778104	50.4709681208902	21.6708542792067	9.14059642507833	37.5315292007034	24.6248899706488	55.454203716327	24.5074768731257	20.7841103837455	41.089526130574	40.7462955882958	42.7255790272459	13.4542689851825	43.805808022626	30.717671628909	14.6511809377787
ENSG00000012822	3450.00808154521	3755.21036459201	3405.58291913857	3285.08279948992	4590.16740407216	4116.3709664318	3563.3964204157	2434.19140509942	3573.84382526225	2690.2711406544	2987.47401077649	3122.53651496441	4031.09543775943	4787.42900625746	3114.6190182481	2323.75699671644	2795.97366551675	3603.86778988606	3819.93474557499	3172.92770500543
ENSG00000012963	995.599288188433	1741.97630890913	1688.61231657463	1281.74910727489	1627.08313398216	1564.31222991085	1183.42057859059	1475.82877103927	1206.69641822369	1192.11348862032	1707.89703013773	1273.53396419343	1745.71044615186	1219.33175592441	1722.18377164834	1326.3335937574	1549.02781411528	1810.55150266764	1497.40509548443	1353.47201630725
ENSG00000012983	1497.75367074144	1828.47704853255	1638.23789446345	1450.60734763769	2074.31496410894	3262.16546501608	2772.32704151371	2364.57952737415	1699.55020392181	2172.4051213937	5979.81097831335	1996.64723038141	2333.28675781675	2334.09802862128	2369.03741623296	2503.71699288901	1454.38784976738	1986.30589548532	2302.24976114677	1505.78608103574
ENSG00000013016	691.407476732643	515.520527293747	847.432556566679	991.782169096562	610.087200876288	641.244723907472	1238.55714665582	1790.17212340264	664.520285865282	411.134387479423	2362.62137571476	441.683989977533	914.177722477165	592.947881980306	432.363458002219	813.121764571286	595.946085828769	786.467549260926	522.012142057897	546.839636951091
ENSG00000013275	5198.60650788727	4622.93164442218	4810.315649714	5602.70539499279	4234.99204314913	5825.49818341876	4336.24939072599	8479.1772900167	5691.5001777347	6080.68205664513	4599.39311737259	4126.40401862065	8727.16640851358	5148.42573514486	4823.84443583721	4059.27358542978	5561.6570735818	5229.18327213916	4339.50393973008	6156.94078780199
ENSG00000013288	2803.13709867794	3963.91485195976	3710.12016555666	2044.9816193776	5400.30908947243	2747.6977583376	2974.1155493487	5915.29795319267	4498.29022846349	1991.4370714136	3519.45230318782	2542.95688074356	3632.71917358967	2931.89345696074	5169.47078717522	3612.00660481331	4495.40646387772	3207.81903511393	3921.89451060074	3791.60102455612
ENSG00000013293	2.93052487481018	2.7360334743244	2.16358603831909	1.6148225054123	2.19507974105219	2.06195519826834	2.37097971546423	1.80079154293211	2.38598868879781	3.29781338822262	2.40257472789046	2.08641900191701	2.21142327369806	2.42260748212795	2.15929403376909	1.63150012202394	2.31695521024191	1.72609483321954	3.60775316486014	1.81389552407093
ENSG00000013297	123.358292172973	21.4468168007302	88.8175028940537	23.8774261876744	84.6968422007497	56.13643119389	46.6016523761411	55.4712257356993	81.2071291815083	35.2358549583181	264.07667832502	98.1742823967999	29.7403948041211	52.4187861028058	99.1599050320276	49.1821860728375	70.920418693021	68.6836066381131	40.9892107296793	14.4377707741934
ENSG00000013306	7543.38386353182	8380.99561589565	10114.8201446324	7746.14737912149	13472.1026316006	7740.17770919803	7756.9191322161	10037.3195824583	8238.23422916276	10589.4243824317	6695.38666229713	10677.9363068045	9438.26405328798	10517.4920870613	8800.01943063788	10486.9453995638	8758.34643573089	8238.12276251831	10582.4102677637	9162.11657600486
ENSG00000013364	11257.1910576524	11213.9091218119	17354.0699408181	16915.6180454191	10096.2339033851	17128.2744265519	10943.0418797209	24573.6293061546	10698.9156179656	14294.3654582132	5899.93059821655	9903.26848176911	17352.5084496436	15080.0521929304	9462.58154078916	19776.656027315	14884.3914448431	14207.0716084692	11282.7391591477	12603.1191253642
ENSG00000013374	2761.57739748531	2912.36062945651	3361.94683983265	2934.67196323893	3317.23258009958	2858.1052430451	2662.71734057744	3255.44877500363	3299.21958822975	3194.01915079497	2498.5016526392	2381.10622921756	4872.28300314722	5051.8958267812	3132.77161408684	3310.30432042022	3594.27235050584	2964.95577364578	3909.23213415384	2841.03984993943
ENSG00000013375	1770.93221557663	1149.57407277943	2323.23452421103	1472.1707701004	2332.16007392251	1893.95158051973	1601.21451150265	2365.97684158213	2682.11923084202	2144.19398434063	2747.94553927135	1589.27359482814	1816.44843663121	1417.36416374924	1559.50683585193	1480.79424582972	2574.17800890212	1503.28973227388	1768.54353080434	2127.68669175961
ENSG00000013392	484.450344510914	498.886145700102	556.132416370548	544.674436988952	587.160377626522	629.446994648348	479.493161824744	687.476336206283	573.255891379037	707.851886658206	575.381985060549	656.31544837643	575.399355216687	467.925755671178	563.48686224894	507.123718750183	573.288643279128	539.895467247918	584.10044799659	562.611417082795
ENSG00000013441	2493.84197038104	2905.25769059594	2075.37845824622	1911.59986395463	2573.65304491977	4589.98296587649	3183.37722112926	2611.73060208769	1984.97983356373	2201.145783582	4206.26830651543	1773.23213263981	2935.93298856253	2769.85789888248	2780.97661678581	2179.4402420538	1917.21869752632	2253.01278415698	2235.68742369203	2681.82127067123
ENSG00000013503	328.590324242172	516.339928306521	386.177778794344	234.814408980269	445.996658230612	352.634541644489	568.513819545816	316.197927872826	299.463875000807	276.766409170355	305.652625798751	491.531786525556	320.136860972389	542.311901880494	295.164114678744	349.366482021139	409.822297960839	306.147897246682	364.725113201785	346.979804649285
ENSG00000013523	481.885256622094	852.858196300884	956.589214369968	625.745996296263	997.372465652694	701.156315730396	811.53829876535	990.607057152432	1437.3027160542	991.813840479265	942.393647365362	1120.01513643691	881.568206436289	904.767658541265	898.575126774499	950.95633311375	696.533241089442	1142.08086273713	1270.83886942974	1057.15670887577
ENSG00000013561	1907.01720764074	2027.79076467113	2188.59578466271	1872.66343583666	1648.05529583073	2832.8982204953	1483.87272652036	1367.43440388061	1851.38234594629	2057.89260080922	2447.95244904228	1883.03951301103	1848.7786905461	1241.35255570382	1598.95984414156	1770.02106553299	1818.02377870363	1655.20410758425	1753.77597005718	1996.35294522373
ENSG00000013563	513.328624551607	725.648946187644	769.617320670427	611.139585363333	535.313436486339	577.470952808443	517.468035830284	663.212875419088	548.188943401065	777.88267448791	1466.2249785526	705.931335095275	505.445173682572	852.254675646876	883.905151939442	357.2884751152	479.55936627905	412.964313511326	470.229414043511	493.430171123638
ENSG00000013573	1124.1751960025	578.047833192814	582.708085214182	1152.77015029089	1000.77948177532	629.47546460607	1362.7067304115	455.527302790127	798.049956098165	714.639413325863	405.073863094443	576.787046698247	1234.47022275458	1132.37003698595	1393.94551955624	847.645658178507	823.421961618928	1317.76511990472	2407.39916719576	1367.92375142989
ENSG00000013583	1437.48177830794	1763.19853625806	2089.27402326108	1102.11291529136	1136.73241858664	1332.98702584544	1403.80184492963	1870.06936953254	1397.13985664333	1668.40932022772	1105.54591236554	1508.62595472239	1968.28545597514	2554.37771204813	1055.01547775831	1851.19671795876	1196.43981007694	1221.69652287602	1215.45889738594	1939.59522320229
ENSG00000013588	16393.6572308629	16210.9795895469	17849.1225265115	26144.3012642936	4972.63495003147	16235.9786364365	25771.3111901503	43925.551218327	16759.8556513102	37980.7617450743	7463.51401447317	26842.3724760819	20363.0096329277	37928.630419486	7445.80459822575	35015.4370882625	25932.761208816	11248.9351728366	15869.7760886142	24771.2657276801
ENSG00000013619	768.407750331707	155.53770940605	616.735546667255	113.39518769259	131.440707417879	201.371025902614	64.5787279561809	106.342444331017	211.706732433737	117.74618558797	404.587680068675	330.195089530579	135.618705776981	146.132034160526	243.851684110406	117.464324026807	278.977512385728	175.890603851664	103.763249377065	248.588565541308
ENSG00000013725	215.787401256276	291.27826470412	540.296147530924	517.665943072335	366.638693315375	523.146459239564	970.233720290884	298.573027836943	332.023695130508	437.231465466671	513.354910414426	459.24176204854	294.950587050236	378.020756128667	477.081822836836	882.313206284339	597.671571554538	376.727665146463	519.738813992641	411.890923930363
ENSG00000013810	1633.65659360714	3148.664804723	1565.2857907407	1047.95049798423	2181.62533528913	2183.01493738808	1633.60090494667	3142.9488338173	2100.27409634602	1509.44063797905	2667.66936195561	1804.06335780024	1767.87980894668	2455.02433021454	2331.19848327594	1949.47130642579	2370.84093181147	1922.59975944982	2289.02974325638	3179.8050395696
ENSG00000014123	2610.99856292328	1888.27898986815	2587.61459432186	1696.18227102472	3070.65970734348	2464.16964788605	2449.92828485893	2490.08561820055	2945.37863659263	2653.69663672366	2421.5876947379	2247.0611579569	2822.14846091695	2220.38945111507	2019.16349544073	2344.52307117667	2913.78911073558	2240.35298356076	2301.14059528266	1562.59754193349
ENSG00000014138	136.374560003289	160.374961746855	185.336332843339	178.82258700209	134.006948118374	182.844825276828	104.373384037904	127.219794196653	212.811014951535	223.745689681294	97.9508430609306	314.50349072067	205.147605814681	142.341406745041	122.707651821721	176.119408650334	329.840417965432	196.285303718149	115.666527808114	193.936657942416
ENSG00000014164	989.400462335779	1531.91108094727	907.888520970528	927.525092204428	626.352313289701	1594.96205278764	2216.55748241856	1496.86638275817	885.617311487556	1392.49936752363	996.985618086126	1036.70228094446	2110.11885842087	1690.50202190633	1071.43537526159	1390.28870476943	1368.71261944373	1690.79565194792	1036.34950647828	1196.72828633992
ENSG00000014216	9421.50872219098	14830.8655640033	11011.4540368206	8832.05348548769	10498.7696039686	11055.5386209112	8635.11294899989	10423.1013219427	10637.0510046367	12251.1401891204	5906.50884139565	15008.3346026332	13972.663882049	10081.5921571011	8928.65643566096	17290.0767268603	13885.7273532641	14166.7119826466	12380.7169410743	15182.9482082299
ENSG00000014257	305.501035552769	195.69479293641	237.076275022786	151.21153758634	113.304682218976	205.352052774903	95.8791219879176	322.1159875278	299.414543395257	200.768623530786	147.022632303916	444.054774549129	118.982944276324	286.538736884998	173.193105513306	161.185647884309	263.545461263465	215.631357304742	453.747258502561	268.953901479454
ENSG00000014641	4910.48951900781	6211.08937749333	6099.93677106107	6616.89326345002	5746.48258104934	5507.52535547139	6800.76592468615	7323.02621239727	4778.43730849772	3789.41505188947	8903.05484822114	6216.3700624319	6914.41947252192	6125.52981077157	5373.00762304852	5453.85336199987	5281.19865560831	5266.2318151044	4512.57524115378	5729.29957729231
ENSG00000014824	3383.95982014561	2968.23551474274	4375.28743553255	4983.21167064496	5315.95764337155	4853.55624927597	9390.05868140648	5965.26668398208	5144.05210525351	5422.11655168032	5830.76512757545	2580.97861971869	4860.08791161243	3033.23340631658	5347.51595160073	4615.34679789079	5874.18755423134	4911.85829860401	3973.15878571068	6226.46828888849
